Northwest Hills Planning Region,Connecticut,113538
South Central Connecticut Planning Region,Connecticut,572919
Southeastern Connecticut Planning Region,Connecticut,280622
Western Connecticut Planning Region,Connecticut,630201
Kent County,Delaware,190123
New Castle County,Delaware,582325
Sussex County,Delaware,263975
District of Columbia,District of Columbia,687324
Alachua County,Florida,288962
Baker County,Florida,28542
Bay County,Florida,192422
Bradford County,Florida,27788
Brevard County,Florida,646705
Broward County,Florida,2002786
Calhoun County,Florida,13497
Charlotte County,Florida,207085
Citrus County,Florida,166836
Clay County,Florida,232734
Collier County,Florida,410065
Columbia County,Florida,73324
DeSoto County,Florida,36274
Dixie County,Florida,17221
Duval County,Florida,1038833
Escambia County,Florida,328034
Flagler County,Florida,131892
Franklin County,Florida,12628
Gadsden County,Florida,44100
Gilchrist County,Florida,19735
Glades County,Florida,12839
Gulf County,Florida,15757
Hamilton County,Florida,13721
Hardee County,Florida,25944
Hendry County,Florida,44111
Hernando County,Florida,213415
Highlands County,Florida,108151
Hillsborough County,Florida,1557313
Holmes County,Florida,19662
Indian River County,Florida,170487
Jackson County,Florida,48731
Jefferson County,Florida,15547
Lafayette County,Florida,8192
Lake County,Florida,426782
Lee County,Florida,844226
Leon County,Florida,299024
Levy County,Florida,46665
Liberty County,Florida,7771
Madison County,Florida,18322
Manatee County,Florida,444457
Marion County,Florida,412338
Martin County,Florida,164241
Miami-Dade County,Florida,2774250
Monroe County,Florida,81306
Nassau County,Florida,101579
Okaloosa County,Florida,219624
Okeechobee County,Florida,41603
Orange County,Florida,1501265
Osceola County,Florida,447243
Palm Beach County,Florida,1557481
Pasco County,Florida,636049
Pinellas County,Florida,967301
Polk County,Florida,824172
Putnam County,Florida,76211
St Johns County,Florida,321510
St Lucie County,Florida,376186
Santa Rosa County,Florida,203569
Sarasota County,Florida,472079
Seminole County,Florida,489254
Sumter County,Florida,152157
Suwannee County,Florida,46134
Taylor County,Florida,21766
Union County,Florida,15993
Volusia County,Florida,592622
Wakulla County,Florida,36472
Walton County,Florida,86338
Washington County,Florida,25545
Appling County,Georgia,18517
Atkinson County,Georgia,8351
Bacon County,Georgia,11140
Baker County,Georgia,2750
Baldwin County,Georgia,43423
Banks County,Georgia,19863
Barrow County,Georgia,93011
Bartow County,Georgia,114977
Ben Hill County,Georgia,17150
Berrien County,Georgia,18587
Bibb County,Georgia,156676
Bleckley County,Georgia,12455
Brantley County,Georgia,18417
Brooks County,Georgia,16275
Bryan County,Georgia,49876
Bulloch County,Georgia,84332
Burke County,Georgia,24431
Butts County,Georgia,26875
Calhoun County,Georgia,5462
Camden County,Georgia,57991
Candler County,Georgia,11106
Carroll County,Georgia,127293
Catoosa County,Georgia,68935
Charlton County,Georgia,12928
Chatham County,Georgia,304757
Chattahoochee County,Georgia,8588
Chattooga County,Georgia,25176
Cherokee County,Georgia,287243
Clarke County,Georgia,130338
Clay County,Georgia,2869
Clayton County,Georgia,299380
Clinch County,Georgia,6808
Cobb County,Georgia,781208
Coffee County,Georgia,43464
Colquitt County,Georgia,46515
Columbia County,Georgia,165470
Cook County,Georgia,17760
Coweta County,Georgia,156269
Crawford County,Georgia,12335
Crisp County,Georgia,19668
Dade County,Georgia,16188
Dawson County,Georgia,31720
Decatur County,Georgia,29124
DeKalb County,Georgia,768047
Dodge County,Georgia,19799
Dooly County,Georgia,11056
Dougherty County,Georgia,82635
Douglas County,Georgia,149401
Early County,Georgia,10570
Echols County,Georgia,3739
Effingham County,Georgia,71549
Elbert County,Georgia,20003
Emanuel County,Georgia,23146
Evans County,Georgia,10753
Fannin County,Georgia,25916
Fayette County,Georgia,123698
Floyd County,Georgia,100407
Forsyth County,Georgia,274535
Franklin County,Georgia,24815
Fulton County,Georgia,1083971
Gilmer County,Georgia,32868
Glascock County,Georgia,2943
Glynn County,Georgia,86229
Gordon County,Georgia,59844
Grady County,Georgia,26130
Greene County,Georgia,20733
Gwinnett County,Georgia,991602
Habersham County,Georgia,48851
Hall County,Georgia,218248
Hancock County,Georgia,8730
Haralson County,Georgia,32040
Harris County,Georgia,36700
Hart County,Georgia,27557
Heard County,Georgia,12052
Henry County,Georgia,254934
Houston County,Georgia,171955
Irwin County,Georgia,9123
Jackson County,Georgia,88723
Jasper County,Georgia,16496
Jeff Davis County,Georgia,14927
Jefferson County,Georgia,15211
Jenkins County,Georgia,8628
Johnson County,Georgia,9328
Jones County,Georgia,29000
Lamar County,Georgia,20420
Lanier County,Georgia,10452
Laurens County,Georgia,49932
Lee County,Georgia,33928
Liberty County,Georgia,68235
Lincoln County,Georgia,7898
Long County,Georgia,19651
Lowndes County,Georgia,120800
Lumpkin County,Georgia,35268
McDuffie County,Georgia,21860
McIntosh County,Georgia,11532
Macon County,Georgia,11838
Madison County,Georgia,32255
Marion County,Georgia,7485
Meriwether County,Georgia,20964
Miller County,Georgia,5790
Mitchell County,Georgia,20778
Monroe County,Georgia,30616
Montgomery County,Georgia,8767
Morgan County,Georgia,21537
Murray County,Georgia,41072
Muscogee County,Georgia,201959
Newton County,Georgia,120529
Oconee County,Georgia,44256
Oglethorpe County,Georgia,15788
Paulding County,Georgia,183535
Peach County,Georgia,28807
Pickens County,Georgia,35975
Pierce County,Georgia,20443
Pike County,Georgia,20422
Polk County,Georgia,44363
Pulaski County,Georgia,10114
Putnam County,Georgia,23183
Quitman County,Georgia,2278
Rabun County,Georgia,17525
Randolph County,Georgia,6113
Richmond County,Georgia,205646
Rockdale County,Georgia,96263
Schley County,Georgia,4534
Screven County,Georgia,14204
Seminole County,Georgia,9080
Spalding County,Georgia,69992
Stephens County,Georgia,27255
Stewart County,Georgia,4697
Sumter County,Georgia,28942
Talbot County,Georgia,5715
Taliaferro County,Georgia,1601
Tattnall County,Georgia,24328
Taylor County,Georgia,7793
Telfair County,Georgia,10969
Terrell County,Georgia,8704
Thomas County,Georgia,45666
Tift County,Georgia,41620
Toombs County,Georgia,27198
Towns County,Georgia,13007
Treutlen County,Georgia,6351
Troup County,Georgia,70957
Turner County,Georgia,8926
Twiggs County,Georgia,7706
Union County,Georgia,27115
Upson County,Georgia,28265
Walker County,Georgia,69410
Walton County,Georgia,106778
Ware County,Georgia,36263
Warren County,Georgia,5108
Washington County,Georgia,19891
Wayne County,Georgia,31449
Webster County,Georgia,2367
Wheeler County,Georgia,7097
White County,Georgia,29056
Whitfield County,Georgia,104147
Wilcox County,Georgia,8801
Wilkes County,Georgia,9552
Wilkinson County,Georgia,8747
Worth County,Georgia,20271
Hawaii County,Hawaii,208043
Honolulu County,Hawaii,994576
Kalawao County,Hawaii,81
Kauai County,Hawaii,73933
Maui County,Hawaii,164754
Ada County,Idaho,526690
Adams County,Idaho,4898
Bannock County,Idaho,90585
Bear Lake County,Idaho,6783
Benewah County,Idaho,10400
Bingham County,Idaho,50398
Blaine County,Idaho,25180
Boise County,Idaho,8560
Bonner County,Idaho,52709
Bonneville County,Idaho,131475
Boundary County,Idaho,13677
Butte County,Idaho,2747
Camas County,Idaho,1232
Canyon County,Idaho,258742
Caribou County,Idaho,7233
Cassia County,Idaho,25817
Clark County,Idaho,801
Clearwater County,Idaho,9192
Custer County,Idaho,4531
Elmore County,Idaho,29706
Franklin County,Idaho,15516
Fremont County,Idaho,14258
Gem County,Idaho,21384
Gooding County,Idaho,16113
Idaho County,Idaho,17928
Jefferson County,Idaho,34259
Jerome County,Idaho,25574
Kootenai County,Idaho,185237
Latah County,Idaho,41691
Lemhi County,Idaho,8447
Lewis County,Idaho,3740
Lincoln County,Idaho,5444
Madison County,Idaho,55123
Minidoka County,Idaho,22526
Nez Perce County,Idaho,42978
Oneida County,Idaho,4955
Owyhee County,Idaho,12762
Payette County,Idaho,27284
Power County,Idaho,8301
Shoshone County,Idaho,14072
Teton County,Idaho,12632
Twin Falls County,Idaho,95404
Valley County,Idaho,12630
Washington County,Idaho,11508
Adams County,Illinois,64435
Alexander County,Illinois,4723
Bond County,Illinois,16637
Boone County,Illinois,53239
Brown County,Illinois,6301
Bureau County,Illinois,32758
Calhoun County,Illinois,4293
Carroll County,Illinois,15492
Cass County,Illinois,12779
Champaign County,Illinois,209813
Christian County,Illinois,33319
Clark County,Illinois,15218
Clay County,Illinois,12945
Clinton County,Illinois,36886
Coles County,Illinois,46532
Cook County,Illinois,5142522
Crawford County,Illinois,18342
Cumberland County,Illinois,10272
DeKalb County,Illinois,100661
De Witt County,Illinois,15331
Douglas County,Illinois,19733
DuPage County,Illinois,929180
Edgar County,Illinois,16442
Edwards County,Illinois,6021
Effingham County,Illinois,34453
Fayette County,Illinois,21209
Ford County,Illinois,13316
Franklin County,Illinois,37156
Fulton County,Illinois,32664
Gallatin County,Illinois,4708
Greene County,Illinois,11572
Grundy County,Illinois,53587
Hamilton County,Illinois,7886
Hancock County,Illinois,17195
Hardin County,Illinois,3599
Henderson County,Illinois,6105
Henry County,Illinois,48362
Iroquois County,Illinois,26033
Jackson County,Illinois,52867
Jasper County,Illinois,9156
Jefferson County,Illinois,36331
Jersey County,Illinois,21158
Jo Daviess County,Illinois,21749
Johnson County,Illinois,13355
Kane County,Illinois,517241
Kankakee County,Illinois,106386
Kendall County,Illinois,140229
Knox County,Illinois,48663
Lake County,Illinois,714207
LaSalle County,Illinois,108397
Lawrence County,Illinois,14886
Lee County,Illinois,33606
Livingston County,Illinois,35321
Logan County,Illinois,27508
McDonough County,Illinois,26952
McHenry County,Illinois,313435
McLean County,Illinois,171493
Macon County,Illinois,100754
Macoupin County,Illinois,44127
Madison County,Illinois,263442
Marion County,Illinois,36640
Marshall County,Illinois,11650
Mason County,Illinois,12588
Massac County,Illinois,13751
Menard County,Illinois,11996
Mercer County,Illinois,15456
Monroe County,Illinois,35144
Montgomery County,Illinois,27756
Morgan County,Illinois,32773
Moultrie County,Illinois,14327
Ogle County,Illinois,51391
Peoria County,Illinois,178735
Perry County,Illinois,20499
Piatt County,Illinois,16720
